Sentence,Label
Lackluster U.S. retail sales dim fourth quarter economic growth outlook,negative
Baird bullish on beat-up Canada Goose,positive
"Russia pours cold water on U.S. and European plans for swift reconciliation between Serbia and Kosovo, with Moscow’…",neutral
"Telenet : issues a new 6.2-year Ã‚â‚¬510.0 million revolving credit facility, further strength... #Telenet #Stock…",neutral
Walmart employee's family files wrongful death lawsuit after man dies of coronavirus complications,negative
"Natural Gas Demand Is Rising, But Production Has Reached A Major Long-Term Peak. Keep reading:…",positive
3 ways that Washington is set to take on the 'scourge' of robocalls,neutral
Asset management giant Vanguard enters PE market with HarbourVest team-up,neutral
"UPDATE: U.S. stocks rose Friday, recovering after three consecutive session of losses  by…",positive
Tekla Healthcare Opportunities Fund declares $0.1125 dividend,neutral
"AUD/USD, NZD/USD, USD/CNY – Greenback Showing Slight Gains",positive
- Healthcare firms pile on intiaties as COVID-19 pandemic advances,neutral
- Nvidia set for gaming tailwinds - BofA,positive
Patterson-UTI Energy declares $0.04 dividend,neutral
". scientists developed a 3D image that moves, recreates sounds, and even mimics the sensation of touch",neutral
Vodafone moving key operations to Google Cloud,neutral
Seeing 15 minute indices ETF's getting a small bounce off the lows. Observation only,neutral
up more than a percent on reports Carl Icahn was looking to nominate as many as 10 directors,positive
Gold Price Forecast – Gold Markets Rally Into The Weekend,positive
- FDA OKs Intercept’s NDA for obeticholic acid; shares up 5% premarket,positive
- WiLAN signs wireless license with LG; shares +7% PM,positive
"(+5.7% pre) HC2 Holdings (HCHC) in Advanced Discussions to Sell Continental Insurance, Retains Advisor to Exp…",positive
"Patrick Harker, President of the Philly Fed, is due to speak now.",neutral
Nokia stock price target raised to $6.00 from $5.50 at MKM Partners,positive
(-10.8% pre) Kirkland Lake Gold (KL) to Acquire Detour Gold (DRGDF) in Stock Deal Valued at C$4.9 Billion - SI,negative
"Amazon Invests Over Rs 2,500 Crore Into Amazon Seller Services, Amazon Data Services India",neutral
"Yellen says the Fed doesn't need to buy equities now, but Congress should reconsider allowing it",neutral
"Dec. WTI oil down $1.84, or 3.2%, to settle at $55.21/bbl",negative
This Ultra-High-Yield Stock's Numbers Are Better Than They Look,neutral
- Compagnie GÃƒÂ©nÃƒÂ©rale des Ãƒâ€°tablissements Michelin reports FY results,neutral
trademark - WUHAN CORONA VAX,neutral
"Premium Earnings 2-10-20: Mercadolibre and Under Armour, on the blog and here",neutral
Virus Fallout Lays Bare Vulnerability of Persian Gulf Assets,neutral
"Honda raises profit forecast, sticks to Wuhan plant schedule",positive
Fed's Mester says central bank can watch and wait on interest rates,neutral
The legacy and lessons of Paul Volcker,neutral
"ProAmpac Awarded ISO Certifications in Cincinnati and Suffolk, Va. Facilities",neutral
We’ve made our daily UK election live updates free to read so everyone – not only FT subscribers – can keep up with…,neutral
Qiagen shares surge as diagnostics group says open to takeover talks,positive
Endologix sees Q4 revenue of ~$35.8M,neutral
Disney announces leadership update amid the latest GDP report,neutral
Azeri Snap Elections Condemned by Monitors for Vote 'Violations',neutral
Temple Bar Investment Trust : Tackling the illegal wildlife trade as a financial crime #TempleBarInvestmentTrust…,neutral
"""The fact that the public market rejected the private market valuation on WeWork, I think was a very healthy develo…",neutral
Read This Before You Buy The Marcus Corporation (NYSE:MCS) Because Of Its P/E Ratio,neutral
US stocks remain near session highs in the early afternoon. Apparently nothing can derail the positive market senti…,positive
RBI’s Long-Term Repo Operations Seen As Stealth Move To Bring Down Rates,neutral
"Enbridge upgraded to buy from neutral at UBS, price target lifted to C$54 from C$50",positive
Burger King faces class action over Impossible Whooper,negative
"Gold is going to $2,500, $3,000 an ounce: investment expert",positive
"Hecla Mining EPS misses by $0.03, beats on revenue",neutral
Beyond Meat and Skechers among consumer gainers; Village Farms International among losers,neutral
"Highlight: “The actual retail brokerage business is a very small part of [Schwab's] business,”  says. “The…",neutral
OPEC Cannot And Will Not Cut Production In March.  #investing #markets #stockmarket,neutral
Hannah Elliott on the Future of Luxury Cars (Podcast),neutral
Oil drops after U.S. inventory data,negative
Fossil Has Lost Half of Its Value This Year,negative
Are Investors Undervaluing NRC Group ASA (OB:NRC) By 43%?,neutral
"Prince Gets His $2 Trillion Aramco, But Victory Comes at a Cost",neutral
"🇨🇱 Clashes erupt in Santiago during ongoing demonstrations in Chile.

President Piñera has acknowledged that excess…",neutral
Consumer spending increases amid resilient household spending,positive
Tesla's stock surges 8.8% to top the $800 level,positive
EL GRUPO IBERCHEM CIERRA EL AÑO CON LA COMPRA DE DOS COMPAÑÍAS DE AROMAS Y UN CRECIMIENTO DEL 19%,neutral
QuickTake: Malawi's 'Historic' Ruling,neutral
CPI Inflation Surges To 5.54% In November,negative
New Frontier Corp (NFC): Hedge Funds Are Nibbling,neutral
- Unilever U.S. recalls some chicken products,negative
"Brookfield a potential suitor for Trans Mountain, analyst says",neutral
“President Trump is facing a process which is unprecedented for its unfairness.” Sam Dewey,neutral
- MiMedx settles VA pricing investigation; shares up 6%,positive
"""Frozen II"" is expected to heat up a cold box office, with $130 million in sales expected over its opening weekend",neutral
Northern Star Resources reports 1H results,neutral
Short-Sellers Are Winning Their Bet Against the Royal Mail,neutral
Sonova Holding AG reports 1H results,neutral
Euro off 0.1% at $1.0965,negative
Riviera Resources Announces Cash Distribution of $4.25 Per Share; Closes the Sale of Remaining Hugoton Properties;…,neutral
GBP/JPY Price Forecast – British Pound Fails To Break Out,negative
Johnson seeks votes in whirlwind tour of Britain,neutral
Here's What We Like About DCC plc (LON:DCC)'s Upcoming Dividend,neutral
Alphabet warns of losses tied to recession worries,negative
Trump wants to extend his tax overhaul. What it means for you,neutral
Komileva: Central Banks Far from Normalizing,neutral
Trump urged the U.S. Supreme Court to block a House subpoena for 8 years of his financial records,neutral
'Bloomberg The Open' Full Show (12/13/2019),neutral
A Dividend Growth Strategy Based On Gold. Get more info on Seeking Alpha:  #finance #economy #business,neutral
"Safe-havens rise on coronavirus concerns, stocks rebound",positive
Agati Fund : NTA Estimate - $0.1975 #AgatiFund #Stock #MarketScreener,neutral
- U.S. rig count falls for seventh straight week,positive
Ocular Therapeutix up 11% premarket on encouraging OTX-TIC data,positive
"The New York Fed's March survey of consumer expectations showed ""a substantial deterioration in financial and econo…",negative
"- Gold creeps towards $1,600 as market jitters rise",positive
GTX reports Q3 results,neutral
BPH Energy : Settlement of Litigation #BPHEnergy #Stock #MarketScreener,positive
Stock Market Update: Stock market drifts in record territory,positive
Treasury Sets Stage for 20-Year Bond Reboot to Start in May,neutral
Sunny days lift restaurant sales in January,positive
Oyster Point Pharma initiated at overweight with $26 price target at JP Morgan,positive
U.S. Stock Futures Extend Gain on China’s Tariff Olive Branch,positive
Missouri American Water Wins Third Place in St. Louis Green Business Challenge,neutral
CDC says no single brand is likely responsible for the outbreak of vaping lung disease,neutral
": DASAN Zhone Technologies names Tom Cancro CFO and Treasurer, effective December 2, 2019",neutral
Analysts upgrade Coca-Cola after better-than-expected earnings,positive
Netflix explores options related to uncertain rate policy,neutral
"I don’t blame them for refusing to cook a Wagyu steak well done. In fact, I applaud that. If you don’t like it then…",neutral
The coronavirus is hitting renewable energy supply chains and could hurt global energy transition,negative
Brazilian food delivery app iFood looks to grow in retail in 2020,positive
Spotify-Backer Northzone Raises $500 Million for New Investments,neutral
"Early Bird Weekend Report: Gold, Silver, And E-Mini S&P. Sign up for updates on Seeking Alpha!…",neutral
- GenMark Q1 revenue up big on COVID-19 boost; shares up 29% after hours,positive
AssetOwl : AGM- Results of meeting #AssetOwl #Stock #MarketScreener,neutral
Donald Trump will face a more assertive Congress on foreign policy as he fights off impeachment and seeks re-electi…,neutral
Dunkin' Brands Accelerates Growth Into 2020,positive
�� Here's why Trump Tower is now one of the least-desirable luxury buildings in NYC,neutral
"Cooperstown, New York among the many tourism-dependent small towns bracing for a hard year",negative
"T-Mobile US says Sievert will replace John Legere whose contract ends April 30, 2020",neutral
Futures dip from all-time highs,negative
Highlight: Edward Jones Sr. Equity Analyst Jennifer Roland on ExxonMobil reducing 2020 Capex by 30%: “Definitely a…,positive
"Smart Timing for a ""Grand Theft Auto"" Sequel Could Deliver Huge Gains for Take-Two Interactive",positive
: January University of Michigan Consumer Sentiment- Revision 99.8 vs 99.1  consensus;...,positive
Do FDC's (NSE:FDC) Earnings Warrant Your Attention?,neutral
U.S. Stocks Gain on Trade-Talks Optimism #SP500 #index #MarketScreener,positive
Analysts upgrade Coca-Cola after improved credit conditions,positive
Hedge Funds Are Cashing Out Of Watsco Inc (WSO),negative
Aurora Property Buy Write Income Trust : NTA Estimate - $6.32  #Stock #MarketScreener,neutral
Twitter stock price target raised to $38 from $36 at SunTrust RH,positive
Vertex Pharmaceuticals stock price target raised to $245 from $235 at BofA Merrill Lynch,positive
Materials Down On Mixed Trade-Negotiations Messages -- Materials Roundup #economy #MarketScreener…,negative
- Urban Outfitters stands out in mall sector - BofA,positive
White House adviser Larry Kudlow says he wants Fed to be bolder with rate cuts,neutral
KKR is fashioning $8B bid for Coty beauty division - Sky News,neutral
2 Top Small-Cap Stocks to Buy In February,neutral
"Boeing's halt to 737 MAX production could ding U.S. economy, jobs",negative
If you make your dream a priority long enough... it comes true.,neutral
Oil expert: 'We're looking at a worst case scenario of a $41 a barrel'  by,negative
Stocks were little changed at the close despite the news of impeachment articles being drafted and a looming deadli…,neutral
Aramco shares up 1.6% in third consecutive day of gains,positive
Porch pirates swipe packages from a third of holiday shoppers  by,neutral
China Lashes Out at Countries Restricting Travel Over Virus,neutral
EUR/USD Weekly Price Forecast – Euro Slams Into Major Resistance,negative
Trump Plans to Attend World Economic Forum in Davos Next Month,neutral
: Nonfarm Payroll Revisions- October revised to 135K from 189K; September revised to 193K from 180K,negative
"UPDATE 1-Russia's Sberbank, Mail.Ru to invest $1 billion in online food, taxi venture",neutral
"Microsoft is pushing back the launch of its new Surface Earbuds, meaning it will miss the crucial 2019 holiday shop…",neutral
"Ford to name Jim  Farley COO, Hinrichs to retire: source",neutral
- Verastem submits marketing application in Europe for Copiktra,neutral
The best business books we read in 2019,neutral
30-year Treasury yield plumbs key 2% support level,negative
Acreage Open Its First Cannabis Cultivation Facility In The Pacific Northwest,neutral
- RingCentral's Winning Formula Involves Partnerships. Read more and sign up for updates:…,neutral
"Cramer sees oil stocks in the 'death knell phase,' says they are the new tobacco",negative
Japan declares state of emergency #economy #MarketScreener,negative
"WORK, XPO, PYX and AMKR among after hour movers",neutral
Barron’s on MarketWatch: What we all need to know about Schwab-Ameritrade deal,neutral
Credit Suisse's James Sweeney expects a modest move higher in core inflation,negative
"- Texas AG settles with T-Mobile, Sprint",positive
Fed's Williams says interest rates policy is in a good place but 'not locked-in',neutral
"FX strategists aren’t expecting a repeat of the loonie’s outperformance in 2020, casting doubt on its run as one of…",negative
- Moderna files for mixed shelf; shares down 8% after hours,negative
Great to read your son is better.,neutral
National Grid : Agreement reached with the State of New York #NationalGrid #Stock #MarketScreener…,neutral
Hedge Funds Are Buying Costamare Inc (CMRE),positive
- General Electric: Shareholders Can Breathe A Sigh Of Relief.  #business #investing #economy,positive
- Westwood increases stock buyback while slashing dividend,neutral
Here is What Hedge Funds Think About First Busey Corporation (BUSE),neutral
Former Ecuadorian President Rafael Correa goes on trial on charges of campaign finance fraud and accepting millions…,neutral
Visa warns of losses tied to slowing global growth,negative
Cott lands The Water Guy,neutral
Total construction spending in the U.S. rose 0.6% in November to a seasonally adjusted annual rate of $1.324 trilli…,positive
Top Earnings Tu 11/26 Pre:                …,neutral
Pizza Hut's Struggling Turnaround Weighs on Yum Brands Results,negative
U.S. stocks finish lower as trade deadline looms,negative
Inflation cools as improving labor conditions,positive
: La Jolla Pharm says will reassess continued development of LJPC-401 (synthetic human hepcidin) based on...,neutral
"Technical Indicator: Late-year bull trend confirmed by S&P, Nasdaq",positive
Stocks start with solid gains; tech a strong early leader,positive
Stock market news live: Stocks sink despite blowout January jobs data,negative
10 Most Heavily Traded ETFs of 2019,neutral
Protests Against India’s Citizenship Law Turn Violent in Delhi,negative
Assertio to sell Gralise to Alvogen for $127.5M; shares up 40% premarket,positive
"Nelnet, Inc. (NNI): Are Hedge Funds Right About This Stock?",neutral
NPPC Applauds House Passage of Ag Inspectors Bill #Stock #MarketScreener,neutral
Credit Suisse's Giant Repair Job Is Only Just Beginning,neutral
- Brixmor Property declares $0.285 dividend,neutral
Deluxe Reports Fourth Quarter 2019 Results and Record Full Year Revenue,neutral
INVICTUS ANNOUNCES RESIGNATIONS,neutral
Unemployment rises after persistent inflation pressures,negative
"Dow Drops 400 Points, Turns Red For 2020, Tests Critical Technical Level",negative
Boeing's stock dives after NTSB recommends 'more robust redesign' of 737-700s,negative
"Fifteen days ago, the S&P 500 was mired in a bear market. On Tuesday, at least technically, it rocketed into a new…",positive
"In Apparent Trade War Compromise, China Issues Guidelines For IP Theft",neutral
"Ford to invest $1.45 billion in two Detroit plants, add 3,000 jobs",positive
Unemployment rises after slowing global growth,negative
"Saudi crown prince, Russia's Putin discuss efforts to stabilize oil markets: SPA #economy #MarketScreener…",neutral
"- I can see this house doing well, but I'm not playing. Chart is too chaotic.",neutral
consumer stocks slide following weaker consumer demand,negative
- MCig up 9% on CBD distribution deals,positive
"STOCKS NOW:
- Dow up 1,131.98 points 
- Nasdaq up 389.55 
- S&P up 135.97",positive
"Trump budget would cut loan program used by Tesla, Ford",neutral
"U.S. stocks end higher Friday, but S&P 500 suffers weekly decline",neutral
Do U.S. consumers still have enough disposable income to drive growth? Bloomberg's Vincent Cignarella discusses…,neutral
"Insider Buying: The Amyris, Inc. (NASDAQ:AMRS) Independent Director Just Bought US$30m Worth Of Shares",neutral
Here's what advisors can anticipate amid the $26 billion Charles Schwab-TD Ameritrade tie-up,neutral
But I did nothing wrong. Read the Transcripts (2)!,neutral
Are you guilty of financial infidelity? Here’s how to fix money habits that could be standing in the way of your lo…,neutral
"YNDX, I, QD and OESX among tech movers",neutral
"'Hurricane-force headwinds' pull oil lower, but the losses aren't built to last",negative
London Stock Exchange : Form 8.3 - Replacement of ALLERGAN PLC #LondonStockExchange #Stock #MarketScreener…,neutral
Nuveen Minnesota Quality Municipal Income Fund declares $0.049 dividend,neutral
4 of the Most Exclusive Credit Cards in the World -- and Their Rumored Benefits,neutral
"Exxon was found not guilty in New York climate change case, ending the 4-year saga for the oil company.",positive
10Y Yield LOD 1.7620%,negative
Merkel Calls for Reversal of CDU's 'Unforgivable' Far-Right Deal,neutral
: PTC Therapeutics announces that the FDA has granted priority review for the New Drug Application for...,positive
Short seller David Einhorn continued his spat with Elon Musk’s Tesla saying he was “beginning to wonder whether you…,neutral
Our microeconomists take a look at the substantial deterioration in consumer expectations in March as a result of t…,negative
- Danaher Corporation declares $0.17 dividend,neutral
"Opinion: In past cycles, a decline in unemployment below its natural rate has been a signal that wage pressures are…",neutral
"Severe Thunderstorms, Snowstorms To Begin Messy Weather Week Across US",neutral
Congress Leaders Move Supreme Court Against Amended Citizenship Act,neutral
Take-Two downgraded on murky game slate,negative
Health insurance industry eyes federal aid amid coronavirus pandemic  by  and…,neutral
Dow down over 500 points on fears about economic impact of deadly China coronavirus.,negative
Declining Rig Counts Point To Higher Energy Prices And A Headwind For The U.S. Economy,positive
- NXP's preliminary Q1 revenue misses estimates,negative
"CoreSite Realty FFO misses by $0.01, misses on revenue",negative
The World Has Gone Bananas,neutral
Kohl's shares slide 10.5% in premarket trade,negative
"Wells Fargo downgrades Netflix: 'If content is king, then cash is queen'",negative
"- Compass Minerals EPS misses by $0.12, misses on revenue",negative
What Is Investors Real Estate Trust's (NYSE:IRET) Share Price Doing?,neutral
Grupa LOTOS S A : Report no. 38/2019 #GrupaLOTOSSA #Stock #MarketScreener,neutral
How Much is ResMed Inc.'s (NYSE:RMD) CEO Getting Paid?,neutral
Why Shares of UPS Fell in January,negative
Stock Market Update: Gold Little Changed,neutral
Virus uncertainty weighs on global shares - NEWS.com.au,negative
nice alert yesterday..... looks ready to run !!,positive
UnitedHealthcare to Open Member Medicare Services Centers in Select Walgreens Stores,neutral
Lagging MLP upgraded at Goldman as new projects seen lifting cash flows,positive
Here's Why Renewable Energy Group Shares Jumped as Much as 43.9% Today,positive
"China’s massive pile of soured debt is set to get even bigger, giving foreign investors more opportunities to try t…",neutral
Inovalon’s stock renaissance returns CEO to the billionaire club,neutral
Walmart announces leadership update amid uncertain rate policy,neutral
Sherwin-Williams cut from Conviction Buy at Goldman on valuation,negative
"ForeScout Technologies EPS misses by $0.03, misses on revenue",negative
"Demand for U.K. Office Space as Strong as Ever, Says JLL U.K. CEO",positive
Housing data shows modest change amid the latest GDP report,neutral
"YTD Performance:
Dow Jones: Red
30Y: +9%",neutral
"Stock market live updates: Dow down 180, coronavirus names fall, Uber best day ever",neutral
Shares of mattress company Casper fall below IPO price in Day 2 on NYSE,negative
Dyadic International : Announces Achieving Human Like Glycan Structures From Its Engineere... #DyadicInternational…,neutral
- Dominion Energy Q4 2019 Earnings Preview,neutral
Rapid7 (RPD) Q4 Earnings and Revenues Beat Estimates,positive
PG&E Reportedly Nears $1.7 Billion California Wildfires Settlement,positive
SGS : Helps Uruguay Customs Detect Major Drug Smuggling Operation #SGS #Stock #MarketScreener…,neutral
"Healthcare Services Group, Inc. (HCSG): Hedge Funds Are Cashing Out",negative
Huawei gets reprieve to do business with US companies: Exclusive,neutral
UPDATE 1-Canadian Competition Bureau clears Pembina's Kinder Morgan buy,neutral
Philippine nickel miners and Chinese battery makers are exploring a potential collaboration ahead of Indonesia's ba…,neutral
Trump's budget proposes sale from emergency oil reserve,neutral
"Park City Group EPS misses by $0.01, misses on revenue",negative
- CEO turnover at Bluegreen Vacations,neutral
Dollar & Bond Yields Slide After FOMC Folds,negative
I Ran A Stock Scan For Earnings Growth And DMC Global (NASDAQ:BOOM) Passed With Ease,neutral
U.S. stocks are staging a remarkable two-day rally. But many analysts are calling the recent run a rally within a b…,positive
: Napco Security Systems sees Q3 revs below consensus,negative
Landmark Partners pulls in $296m for sophomore infra fundraise,neutral
Top 5 Things to Know in the Market on Thursday,neutral
Fed's Bullard said actions taken by the Fed and other authorities during this time period shouldn't be seen as stim…,neutral
Retail sales drop amid falling orders,negative
Ronson Development : Report no 71 Purchase of own shares #RonsonDevelopment #Stock #MarketScreener…,neutral
"Exclusive: Fearing Huawei curbs, Deutsche Telekom tells Nokia to shape up",neutral
Twitter shares soar after reporting strong user numbers and miss on earnings,positive
Singapore Government Again Uses Fake News Law on Opposition,neutral
"Nigeria won't seek a suspension of interest payments from its Eurobond bondholders, but will seek debt relief from…",neutral
The world is getting windier and it could mean a big boost for alternative energy,positive
Boeing scraps for deals at Dubai Air Show,neutral
- Blackstone Mortgage Trust Q4 Earnings Preview,neutral
Seattle Holds Landmark Mobile Election in Wake of Iowa Failure,neutral
Oil Stocks: What I Got Right (and Wrong) About the Oil Market in 2019,neutral
Transocean started at sell with $3 stock price target at Deutsche Bank,negative
DO & : DGAP-DD DO & CO Aktiengesellschaft english #DOCOAktiengesellschaft #Stock #MarketScreener…,neutral
Copper Buyers Call Force Majeure Amid China's Efforts To Control Coronavirus Outbreak.,positive
Uber's stock surges 7.9% premarket toward 6-mo. high after Q4 results late Thursday,positive
"""the Committee directs the Desk to continue purchasing Treasury bills at least into the second quarter of 2020 to m…",neutral
"MGA Entertainment knows that LOL Surprise toys are creating massive amounts of plastic waste, and now they're tryin…",neutral
": Hologic sees Q2 below consensus, withdraws FY 20 guidance",negative
Marriott’s Mission: Make W Hotels Cool Again,neutral
"(+5.5% pre) Intercept Pharma (ICPT) NDA for OCA Accepted by FDA, Grants Priority Review - SI",positive
"Ship Finance EPS misses by $0.18, misses on revenue",negative
PURE Bioscience Reports Fiscal 2020 Q1 Financial Results,neutral
Pfizer misses earnings estimates as weaker consumer demand,negative
Aggressive Fed boost fails to stop sell-off #Samp;P500 #economy #MarketScreener,negative
U.S. Fed preparing to buy new small business payroll loans: Wall Street Journal,neutral
Analysts upgrade Netflix after increased corporate guidance,positive
"A 16,700% return in 50 years makes Hong Kong's benchmark stock index the world's best",positive
Thai Minister Sorry For Saying Tourists Not Wearing Masks Should Be “Kicked Out”,neutral
Why China's coronavirus is more dangerous for the global economy than SARS was in 2003  via,negative
"- Alibaba, Manchester United sign streaming pact",neutral
Healthcare Distribution Alliance Names Chip Davis President and Chief Executive Officer #Stock #MarketScreener…,neutral
CyberOptics Fourth Quarter 2019 Earnings Conference Call Scheduled for February 19,neutral
U.S. jobs growth beats expectations for January,positive
"Regional Fed leaders favored holding rates steady for now, but that any worsening of novel coronavirus could affect…",neutral
Hedge Funds Are Buying Tenneco Inc (TEN),positive
"Hurricane-force headwinds' pull oil lower, but the losses aren't built to last",negative
This is a great and well reseached book on Justice K. The Ruth Marcus book is a badly written & reseached disaster.…,neutral
"Just received a full briefing on the tragic shooting at NAS Pensacola in Florida, and spoke to . My…",neutral
"Is China Lodging Group, Limited (HTHT) A Good Stock To Buy?",neutral
Riassunto: Kioxia sviluppa la nuova struttura semicircolare 3D per celle di memoria flash “Twin BiCS FLASH”,neutral
Here comes the Dunkin 'power muffin' to help solve one key problem,neutral
U.S. trade deficit in goods drops to $63.2 billion in November,positive
Here's the latest on the 2020 presidential race and what to watch today,neutral
"- Oil slides amid output uncertainty, forecast for big Cushing stockpile gain",negative
":CUR   - Gold closing in on $1,700",positive
Here is What Hedge Funds Think About Monmouth Real Estate Investment Corporation (MNR),neutral
Retail sales drop amid banking sector stress,negative
Innerscope Hearing Technologies reports Q3 results,neutral
- SL Green rises 3.5% in two-day advance,positive
EVI Industries to acquire Commercial Laundry Equipment Company,neutral
Spanish Farmers Rise Up Against Unfair Prices Amidst The Worst Agri-Food Crisis In Decades,negative
China to Price Existing Loans With New Benchmark Lending Rates #taux #MarketScreener,neutral
Kezar Life Sciences Highlights Therapeutic Potential of Protein Secretion Inhibitors at the 61st American Soci…,neutral
"Heavy coffee drinkers live longer, study says. ☕:",neutral
"“Periods aren't just a women's issue, it's a human issue."" Meet , an activist whose fight for gender…",neutral
J&J Brand Most Valuable Among Pharmaceutical Companies,neutral
Specialized ETFs may end up owning half of some companies' total shares one day soon. Here's a test case for what t...,neutral
Coca Cola Amatil : APPOINTMENT OF PENELOPE WINN TO COCA-COLA AMATIL BOARD #CocaColaAmatil #Stock #MarketScreener…,neutral
"Brexit, the Pound and Its All Too Brief Visit to $1.35 Levels",neutral
- SAExploration gets Nasdaq non-compliance letter,neutral
This former top Obama official says one silver bullet would raise $500 billion in personal-income tax,neutral
Reminder: Altice USA to Hold Conference Call to Discuss Q4 and Full Year 2019 Results,neutral
"Hedge Funds Are Selling CareTrust REIT, Inc. (CTRE)",negative
"For some of us, it takes longer than others to become a great friend, a great husband, father, wife, mother, uncond…",neutral
Oyster Point Pharma Announces Positive Top-Line Results From the Phase 1 “ZEN” Study of Its Lead Nicotinic Agonist…,neutral
How Comcast and Charter Have Used Cellphone Services to Sell Wifi,neutral
"""They All Knew!"" - Chinese Furious At Virus-Fighting Officials Who Lied About Human Transmission",neutral
Taco Bell dives into the fried chicken wars with its Crispy Tortilla Chicken  by,neutral
H.I.G. Realty Partners Lends $33.1 million on Denver Metro Industrial/Flex Office Portfolio,neutral
Baby GATT Back: The End Of The World Trade Organization?,neutral
"Oil is down, gold is up. Rates are flashing warnings. But someone forgot to tell stocks",negative
Hedge Funds Have Never Been More Bullish On Camtek LTD. (CAMT),positive
Innodisk Group Strengthens AIoT Vision with Sysinno Acquisition,neutral
India Unveils Steps for Bad Loan-Laden Banks to Boost Credit,neutral
Exxon cuts jobs after supply chain disruptions,negative
"What to watch today: Dow to rise, merger Monday's big deals and Bloomberg enters 2020 race",neutral
"Wetherspoons plan to create 10,000 jobs met with scepticism",positive
Uber shares spike as company says it will reach a key profitability goal sooner than expected,positive
- US Foods Q4 2019 Earnings Preview,neutral
Risk of recession returns to Germany,negative
Hedge Funds Have Never Been This Bullish On Cathay General Bancorp (CATY),positive
Bank of America explores options related to shifting global demand,neutral
"Introducing Innate Pharma (EPA:IPH), The Stock That Slid 62% In The Last Three Years",negative
"""This Brexit failure was founded on lies and hypocrisy""

These 4 friends behind  have crowdfunded hundred…",neutral
"Germany Announces ""Limitless"" Aid Program For Small Business: SBA Are You Listening?",neutral
Stock Market Update: Disney Leads Dow Higher In Sideways Trade,positive
Molina Healthcare Reports Fourth Quarter and Year-End 2019 Financial Results,neutral
Financial Planning Just Got A Whole Lot Harder. Subscribe to Seeking Alpha for more:,neutral
EBay eliminates sneaker selling fees for first time,neutral
Heard on the Street: Dubai shows up Boeing’s wide-body woes,neutral
"*Friends theme song voice*: So someone told Jennifer Aniston that she'd never ""make a dime."" (via )",neutral
"Fans pay respects to K-pop star Goo Hara, who was found dead at her home on Sunday. She was 28 years old",neutral
Currency markets remain stable as uncertain rate policy,neutral
3 Canadian Biotechs to Consider Buying Today,neutral
LIVE: U.S. attorney general and FBI deputy director announce cyber-related enforcement action,neutral
Fortune Brands Home & Security (NYSE:FBHS) Shareholders Booked A 47% Gain In The Last Year,positive
RingCentral Announces Fourth Quarter 2019 Results,neutral
Burberry Says Viral Epidemic Devastates China Sales,negative
Adobe stock price target raised to $318 vs. $310 at Instinet,positive
Genuine Parts Company declares $0.7625 dividend,neutral
Tesla Remotely Removed Autopilot From A User's Car Without Telling Them: Report,neutral
#HunterBiden is just killing my life .... it's so hard to be White now in America ..... it's like being William hun…,neutral
I quit caring when a fancy chocolatier near us tried to convince me to try chocolate with horseradish. Seriously. T…,neutral
Why does a company become a monopoly?  looks at an intriguing theory  via,neutral
Cominar Real Estate Investment Trust declares CAD 0.06 dividend,neutral
Trump Says He’s ‘Strongly’ Considering Impeachment Testimony,neutral
"SIIC Environment : to Build 3,800 tonnes per day Waste Treatment Project in Shanghai, PRC #SIIC #Stock…",neutral
"Merger Arbitrage Analysis And Spread Performance - April 5, 2020.  #business #investing #trading",neutral
Erik Prince’s FSG Quits Mozambique Oil and Gas Logistics Venture,neutral
"If You Had Bought Cenovus Energy (TSE:CVE) Stock Five Years Ago, You'd Be Sitting On A 56% Loss, Today",neutral
Apple Is a Great Company With a Dubious Valuation,negative
Senate Passes Bill To Support Hong Kong Protestors,neutral
All gapping up nice for my calls.,positive
Lee reports Q4 results,neutral
Economic volatility is at a record low: Morning Brief,positive
"Trans Mountain Costs to Increase 70% to $9.5 Billion, CBC Says",negative
Becton Dickinson downgraded to sector weight from overweight at KeyBanc Capital,negative
"Stock Market Update: Stocks set for lower open after strong week, jobs report tops expectations",negative
Do Hedge Funds Love Inovalon Holdings Inc (INOV)?,neutral
India’s aviation regulator asks an airline to ground one unmodified Airbus A320neo for every new addition to its fl…,neutral
Fed to beat a faster retreat from repo market,neutral
- PFN: Staying Cautious Through The End Of The Year. Get more info on Seeking Alpha:,neutral
Job growth swells in January,positive
Netflix maintains prior guidance despite uncertain rate policy,neutral
Currency markets remain stable as changing energy prices,neutral
- TFI International reports Q4 results,neutral
Stock Market Update: Netflix outperforming the FAANG stocks,positive
"S&P 500, Dow and Nasdaq all turn positive",positive
"day highs and clearing resistance, name not far from its record highs",positive
Miners Are Facing Challenges Globally,negative
Investors are right to be pleased with November’s strong jobs report. But there are also some things to puzzle over.,positive
Ultra Clean downgraded to hold from buy at Stifel Nicolaus,negative
History suggests there's a good chance gold will bounce back strongly after this month's pummeling,positive
- Aurora Cannabis sets early conversion price; shares tick higher,positive
Korian s’associe à Omedys pour développer le premier réseau de téléconsultation de proximité à l’échelle nationale,neutral
"Japanese companies prepare to close retail stores, restaurants, movie theaters and offices, after the government de…",negative
Is Merck's Decision to Slim Down a Buying Opportunity?,neutral
Should You Worry About Elia System Operator SA’s (EBR:ELI) ROCE?,neutral
"Despite Back-and-Forth Trade News, Market Continues To Grind Higher",positive
